district,amphoe,province,zipcode,district_code,amphoe_code,province_code,district_en,amphoe_en,province_en
คำหยาด,โพธิ์ทอง,อ่างทอง,14120,150415,1504,15,Kham Yat,Pho Thong,Ang Thong
โคกพุทรา,โพธิ์ทอง,อ่างทอง,14120,150409,1504,15,Khok Phutsa,Pho Thong,Ang Thong
ทางพระ,โพธิ์ทอง,อ่างทอง,14120,150412,1504,15,Thang Phra,Pho Thong,Ang Thong
บ่อแร่,โพธิ์ทอง,อ่างทอง,14120,150411,1504,15,Bo Rae,Pho Thong,Ang Thong
บางเจ้าฉ่า,โพธิ์ทอง,อ่างทอง,14120,150414,1504,15,Bang Chao Cha,Pho Thong,Ang Thong
บางพลับ,โพธิ์ทอง,อ่างทอง,14120,150403,1504,15,Bang Phlap,Pho Thong,Ang Thong
บางระกำ,โพธิ์ทอง,อ่างทอง,14120,150406,1504,15,Bang Rakam,Pho Thong,Ang Thong
โพธิ์รังนก,โพธิ์ทอง,อ่างทอง,14120,150407,1504,15,Pho Rang Nok,Pho Thong,Ang Thong
ยางช้าย,โพธิ์ทอง,อ่างทอง,14120,150410,1504,15,Yang Chai,Pho Thong,Ang Thong
รำมะสัก,โพธิ์ทอง,อ่างทอง,14120,150405,1504,15,Ram Ma Sak,Pho Thong,Ang Thong
สามง่าม,โพธิ์ทอง,อ่างทอง,14120,150413,1504,15,Sam Ngam,Pho Thong,Ang Thong
หนองแม่ไก่,โพธิ์ทอง,อ่างทอง,14120,150404,1504,15,Nong Mae Kai,Pho Thong,Ang Thong
องครักษ์,โพธิ์ทอง,อ่างทอง,14120,150408,1504,15,Ongkharak,Pho Thong,Ang Thong
อ่างแก้ว,โพธิ์ทอง,อ่างทอง,14120,150401,1504,15,Ang Kaeo,Pho Thong,Ang Thong
อินทประมูล,โพธิ์ทอง,อ่างทอง,14120,150402,1504,15,Inthapramun,Pho Thong,Ang Thong
คลองวัว,เมืองอ่างทอง,อ่างทอง,14000,150113,1501,15,Khlong Wua,Mueang Ang Thong,Ang Thong
จำปาหล่อ,เมืองอ่างทอง,อ่างทอง,14000,150110,1501,15,Champa Lo,Mueang Ang Thong,Ang Thong
ตลาดกรวด,เมืองอ่างทอง,อ่างทอง,14000,150106,1501,15,Talat Kruat,Mueang Ang Thong,Ang Thong
ตลาดหลวง,เมืองอ่างทอง,อ่างทอง,14000,150101,1501,15,Talat Luang,Mueang Ang Thong,Ang Thong
บางแก้ว,เมืองอ่างทอง,อ่างทอง,14000,150102,1501,15,Bang Kaeo,Mueang Ang Thong,Ang Thong
บ้านรี,เมืองอ่างทอง,อ่างทอง,14000,150112,1501,15,Ban Ri,Mueang Ang Thong,Ang Thong
บ้านแห,เมืองอ่างทอง,อ่างทอง,14000,150105,1501,15,Ban Hae,Mueang Ang Thong,Ang Thong
บ้านอิฐ,เมืองอ่างทอง,อ่างทอง,14000,150108,1501,15,Ban It,Mueang Ang Thong,Ang Thong
ป่างิ้ว,เมืองอ่างทอง,อ่างทอง,14000,150104,1501,15,Pa Ngio,Mueang Ang Thong,Ang Thong
โพสะ,เมืองอ่างทอง,อ่างทอง,14000,150111,1501,15,Phosa,Mueang Ang Thong,Ang Thong
มหาดไทย,เมืองอ่างทอง,อ่างทอง,14000,150107,1501,15,Mahatthai,Mueang Ang Thong,Ang Thong
ย่านซื่อ,เมืองอ่างทอง,อ่างทอง,14000,150114,1501,15,Yan Sue,Mueang Ang Thong,Ang Thong
ศาลาแดง,เมืองอ่างทอง,อ่างทอง,14000,150103,1501,15,Sala Daeng,Mueang Ang Thong,Ang Thong
หัวไผ่,เมืองอ่างทอง,อ่างทอง,14000,150109,1501,15,Hua Phai,Mueang Ang Thong,Ang Thong
คลองขนาก,วิเศษชัยชาญ,อ่างทอง,14110,150609,1506,15,Khlong Khanak,Wiset Chai Chan,Ang Thong
ตลาดใหม่,วิเศษชัยชาญ,อ่างทอง,14110,150615,1506,15,Talat Mai,Wiset Chai Chan,Ang Thong
ท่าช้าง,วิเศษชัยชาญ,อ่างทอง,14110,150605,1506,15,Tha Chang,Wiset Chai Chan,Ang Thong
บางจัก,วิเศษชัยชาญ,อ่างทอง,14110,150607,1506,15,Bang Chak,Wiset Chai Chan,Ang Thong
ไผ่จำศีล,วิเศษชัยชาญ,อ่างทอง,14110,,1506,15,Phai Cham Sin,Wiset Chai Chan,Ang Thong
ไผ่ดำพัฒนา,วิเศษชัยชาญ,อ่างทอง,14110,150603,1506,15,Phai Dam Phatthana,Wiset Chai Chan,Ang Thong
ไผ่วง,วิเศษชัยชาญ,อ่างทอง,14110,150610,1506,15,Phai Wong,Wiset Chai Chan,Ang Thong
ม่วงเตี้ย,วิเศษชัยชาญ,อ่างทอง,14110,150612,1506,15,Muang Tia,Wiset Chai Chan,Ang Thong
ยี่ล้น,วิเศษชัยชาญ,อ่างทอง,14110,150606,1506,15,Yi Lon,Wiset Chai Chan,Ang Thong
ศาลเจ้าโรงทอง,วิเศษชัยชาญ,อ่างทอง,14110,150602,1506,15,San Chao Rong Thong,Wiset Chai Chan,Ang Thong
สาวร้องไห้,วิเศษชัยชาญ,อ่างทอง,14110,150604,1506,15,Sao Rong Hai,Wiset Chai Chan,Ang Thong
สี่ร้อย,วิเศษชัยชาญ,อ่างทอง,14110,150611,1506,15,Si Roi,Wiset Chai Chan,Ang Thong
หลักแก้ว,วิเศษชัยชาญ,อ่างทอง,14110,150614,1506,15,Lak Kaeo,Wiset Chai Chan,Ang Thong
ห้วยคันแหลน,วิเศษชัยชาญ,อ่างทอง,14110,150608,1506,15,Huai Khan Laen,Wiset Chai Chan,Ang Thong
หัวตะพาน,วิเศษชัยชาญ,อ่างทอง,14110,150613,1506,15,Hua Taphan,Wiset Chai Chan,Ang Thong
โพธิ์ม่วงพันธ์,สามโก้,อ่างทอง,14160,150704,1507,15,Pho Muang Phan,Samko,Ang Thong
มงคลธรรมนิมิต,สามโก้,อ่างทอง,14160,150705,1507,15,Mongkhon Tham Nimit,Samko,Ang Thong
ราษฎรพัฒนา,สามโก้,อ่างทอง,14160,150702,1507,15,Ratsadon Phatthana,Samko,Ang Thong
สามโก้,สามโก้,อ่างทอง,14160,150701,1507,15,Samko,Samko,Ang Thong
อบทม,สามโก้,อ่างทอง,14160,150703,1507,15,Op Thom,Samko,Ang Thong
จำลอง,แสวงหา,อ่างทอง,14150,150507,1505,15,Chamlong,Sawaeng Ha,Ang Thong
บ้านพราน,แสวงหา,อ่างทอง,14150,150503,1505,15,Ban Phran,Sawaeng Ha,Ang Thong
วังน้ำเย็น,แสวงหา,อ่างทอง,14150,150504,1505,15,Wang Nam Yen,Sawaeng Ha,Ang Thong
ศรีพราน,แสวงหา,อ่างทอง,14150,150502,1505,15,Si Phran,Sawaeng Ha,Ang Thong
สีบัวทอง,แสวงหา,อ่างทอง,14150,150505,1505,15,Si Bua Thong,Sawaeng Ha,Ang Thong
แสวงหา,แสวงหา,อ่างทอง,14150,150501,1505,15,Sawaeng Ha,Sawaeng Ha,Ang Thong
ห้วยไผ่,แสวงหา,อ่างทอง,14150,150506,1505,15,Huai Phai,Sawaeng Ha,Ang Thong
คำเขื่อนแก้ว,ชานุมาน,อำนาจเจริญ,37210,370203,3702,37,Kham Khuean Kaeo,Chanuman,Amnat Charoen
โคกก่ง,ชานุมาน,อำนาจเจริญ,37210,370204,3702,37,Khok Kong,Chanuman,Amnat Charoen
โคกสาร,ชานุมาน,อำนาจเจริญ,37210,370202,3702,37,Khok San,Chanuman,Amnat Charoen
ชานุมาน,ชานุมาน,อำนาจเจริญ,37210,370201,3702,37,Chanuman,Chanuman,Amnat Charoen
ป่าก่อ,ชานุมาน,อำนาจเจริญ,37210,370205,3702,37,Pa Ko,Chanuman,Amnat Charoen
คำโพน,ปทุมราชวงศา,อำนาจเจริญ,37110,370302,3703,37,Kham Phon,Pathum Ratchawongsa,Amnat Charoen
นาป่าแซง,ปทุมราชวงศา,อำนาจเจริญ,37110,370307,3703,37,Na Pa Saeng,Pathum Ratchawongsa,Amnat Charoen
นาหว้า,ปทุมราชวงศา,อำนาจเจริญ,37110,370303,3703,37,Na Wa,Pathum Ratchawongsa,Amnat Charoen
โนนงาม,ปทุมราชวงศา,อำนาจเจริญ,37110,370306,3703,37,Non Ngam,Pathum Ratchawongsa,Amnat Charoen
ลือ,ปทุมราชวงศา,อำนาจเจริญ,37110,370304,3703,37,Lue,Pathum Ratchawongsa,Amnat Charoen
หนองข่า,ปทุมราชวงศา,อำนาจเจริญ,37110,370299,3703,37,Nong Kha,Pathum Ratchawongsa,Amnat Charoen
ห้วย,ปทุมราชวงศา,อำนาจเจริญ,37110,370305,3703,37,Huai,Pathum Ratchawongsa,Amnat Charoen
จานลาน,พนา,อำนาจเจริญ,37180,370402,3704,37,Chan Lan,Phana,Amnat Charoen
พนา,พนา,อำนาจเจริญ,37180,370401,3704,37,Phana,Phana,Amnat Charoen
พระเหลา,พนา,อำนาจเจริญ,37180,370404,3704,37,Phra Lao,Phana,Amnat Charoen
ไม้กลอน,พนา,อำนาจเจริญ,37180,370403,3704,37,Mai Klon,Phana,Amnat Charoen
กุดปลาดุก,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370116,3701,37,Kut Pla Duk,Mueang Amnat Charoen,Amnat Charoen
ไก่คำ,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370102,3701,37,Kai Kham,Mueang Amnat Charoen,Amnat Charoen
คึมใหญ่,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370107,3701,37,Khuem Yai,Mueang Amnat Charoen,Amnat Charoen
ดอนเมย,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370117,3701,37,Don Moei,Mueang Amnat Charoen,Amnat Charoen
นาจิก,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370103,3701,37,Na Chik,Mueang Amnat Charoen,Amnat Charoen
นาแต้,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370119,3701,37,Na Tae,Mueang Amnat Charoen,Amnat Charoen
นาผือ,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370108,3701,37,Na Phue,Mueang Amnat Charoen,Amnat Charoen
นายม,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370118,3701,37,Na Yom,Mueang Amnat Charoen,Amnat Charoen
นาวัง,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370110,3701,37,Na Wang,Mueang Amnat Charoen,Amnat Charoen
นาหมอม้า,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370111,3701,37,Na Mo Ma,Mueang Amnat Charoen,Amnat Charoen
น้ำปลีก,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370109,3701,37,Nam Plik,Mueang Amnat Charoen,Amnat Charoen
โนนโพธิ์,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370112,3701,37,Non Pho,Mueang Amnat Charoen,Amnat Charoen
โนนหนามแท่ง,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370113,3701,37,Non Nam Thaeng,Mueang Amnat Charoen,Amnat Charoen
บุ่ง,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370101,3701,37,Bung,Mueang Amnat Charoen,Amnat Charoen
ปลาค้าว,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370104,3701,37,Pla Khao,Mueang Amnat Charoen,Amnat Charoen
สร้างนกทา,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370106,3701,37,Sang Nok Tha,Mueang Amnat Charoen,Amnat Charoen
หนองมะแซว,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370115,3701,37,Nong Masaeo,Mueang Amnat Charoen,Amnat Charoen
ห้วยไร่,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370114,3701,37,Huai Rai,Mueang Amnat Charoen,Amnat Charoen
เหล่าพรวน,เมืองอำนาจเจริญ,อำนาจเจริญ,37000,370105,3701,37,Lao Pruan,Mueang Amnat Charoen,Amnat Charoen
โคกกลาง,ลืออำนาจ,อำนาจเจริญ,37120,370707,3707,37,Khok Klang,Lue Amnat,Amnat Charoen
ดงบัง,ลืออำนาจ,อำนาจเจริญ,37120,370199,3707,37,Dong Bang,Lue Amnat,Amnat Charoen
ดงมะยาง,ลืออำนาจ,อำนาจเจริญ,37120,370191,3707,37,Dong Mayang,Lue Amnat,Amnat Charoen
เปือย,ลืออำนาจ,อำนาจเจริญ,37120,370192,3707,37,Pueai,Lue Amnat,Amnat Charoen
แมด,ลืออำนาจ,อำนาจเจริญ,37120,370706,3707,37,Maet,Lue Amnat,Amnat Charoen
ไร่ขี,ลืออำนาจ,อำนาจเจริญ,37120,370195,3707,37,Rai Khi,Lue Amnat,Amnat Charoen
อำนาจ,ลืออำนาจ,อำนาจเจริญ,37120,370198,3707,37,Amnat,Lue Amnat,Amnat Charoen
นาเวียง,เสนางคนิคม,อำนาจเจริญ,37290,370194,3705,37,Na Wiang,Senangkhanikhom,Amnat Charoen
โพนทอง,เสนางคนิคม,อำนาจเจริญ,37290,370190,3705,37,Phon Thong,Senangkhanikhom,Amnat Charoen
ไร่สีสุก,เสนางคนิคม,อำนาจเจริญ,37290,370196,3705,37,Rai Si Suk,Senangkhanikhom,Amnat Charoen
เสนางคนิคม,เสนางคนิคม,อำนาจเจริญ,37290,370197,3705,37,Senangkhanikhom,Senangkhanikhom,Amnat Charoen
หนองสามสี,เสนางคนิคม,อำนาจเจริญ,37290,370506,3705,37,Nong Sam Si,Senangkhanikhom,Amnat Charoen
หนองไฮ,เสนางคนิคม,อำนาจเจริญ,37290,370193,3705,37,Nong Hai,Senangkhanikhom,Amnat Charoen
คำพระ,หัวตะพาน,อำนาจเจริญ,37240,370602,3706,37,Kham Phra,Hua Taphan,Amnat Charoen
เค็งใหญ่,หัวตะพาน,อำนาจเจริญ,37240,370603,3706,37,Kheng Yai,Hua Taphan,Amnat Charoen
จิกดู่,หัวตะพาน,อำนาจเจริญ,37240,370607,3706,37,Chik Du,Hua Taphan,Amnat Charoen
โพนเมืองน้อย,หัวตะพาน,อำนาจเจริญ,37240,370605,3706,37,Phon Mueang Noi,Hua Taphan,Amnat Charoen
รัตนวารี,หัวตะพาน,อำนาจเจริญ,37240,370608,3706,37,Rattanawari,Hua Taphan,Amnat Charoen
สร้างถ่อน้อย,หัวตะพาน,อำนาจเจริญ,37240,370606,3706,37,Sang Tho Noi,Hua Taphan,Amnat Charoen
หนองแก้ว,หัวตะพาน,อำนาจเจริญ,37240,370604,3706,37,Nong Kaeo,Hua Taphan,Amnat Charoen
หัวตะพาน,หัวตะพาน,อำนาจเจริญ,37240,370601,3706,37,Hua Taphan,Hua Taphan,Amnat Charoen
กุดจับ,กุดจับ,อุดรธานี,41250,410198,4102,41,Kut Chap,Kut Chap,Udon Thani
ขอนยูง,กุดจับ,อุดรธานี,41250,410190,4102,41,Khon Yung,Kut Chap,Udon Thani
เชียงเพ็ง,กุดจับ,อุดรธานี,41250,410197,4102,41,Chiang Pheng,Kut Chap,Udon Thani
ตาลเลียน,กุดจับ,อุดรธานี,41250,410207,4102,41,Tan Lian,Kut Chap,Udon Thani
ปะโค,กุดจับ,อุดรธานี,41250,410191,4102,41,Pakho,Kut Chap,Udon Thani
เมืองเพีย,กุดจับ,อุดรธานี,41250,410206,4102,41,Mueang Phia,Kut Chap,Udon Thani
สร้างก่อ,กุดจับ,อุดรธานี,41250,410205,4102,41,Sang Ko,Kut Chap,Udon Thani
กุมภวาปี,กุมภวาปี,อุดรธานี,41110,410415,4104,41,Kumphawapi,Kumphawapi,Udon Thani
เชียงแหว,กุมภวาปี,อุดรธานี,41110,410406,4104,41,Chiang Wae,Kumphawapi,Udon Thani
แชแล,กุมภวาปี,อุดรธานี,41110,410404,4104,41,Chaelae,Kumphawapi,Udon Thani
ตูมใต้,กุมภวาปี,อุดรธานี,41110,410401,4104,41,Tum Tai,Kumphawapi,Udon Thani
ท่าลี่,กุมภวาปี,อุดรธานี,41110,410414,4104,41,Tha Li,Kumphawapi,Udon Thani
ปะโค,กุมภวาปี,อุดรธานี,41370,410191,4104,41,Pa Kho,Kumphawapi,Udon Thani
ผาสุก,กุมภวาปี,อุดรธานี,41370,410413,4104,41,Phasuk,Kumphawapi,Udon Thani
พันดอน,กุมภวาปี,อุดรธานี,41370,410402,4104,41,Phan Don,Kumphawapi,Udon Thani
เวียงคำ,กุมภวาปี,อุดรธานี,41110,410403,4104,41,Wiang Kham,Kumphawapi,Udon Thani
สีออ,กุมภวาปี,อุดรธานี,41110,410410,4104,41,Si O,Kumphawapi,Udon Thani
เสอเพลอ,กุมภวาปี,อุดรธานี,41370,410409,4104,41,Soephloe,Kumphawapi,Udon Thani
หนองหว้า,กุมภวาปี,อุดรธานี,41110,410194,4104,41,Nong Wa,Kumphawapi,Udon Thani
ห้วยเกิ้ง,กุมภวาปี,อุดรธานี,41110,410407,4104,41,Huai Koeng,Kumphawapi,Udon Thani
คอนสาย,กู่แก้ว,อุดรธานี,41130,410603,4124,41,Khon Sai,Ku Kaeo,Udon Thani
ค้อใหญ่,กู่แก้ว,อุดรธานี,41130,410616,4124,41,Kho Yai,Ku Kaeo,Udon Thani
โนนทองอินทร์,กู่แก้ว,อุดรธานี,41130,410619,4124,41,Non Thong In,Ku Kaeo,Udon Thani
บ้านจีต,กู่แก้ว,อุดรธานี,41130,410604,4124,41,Ban Chit,Ku Kaeo,Udon Thani
คำเลาะ,ไชยวาน,อุดรธานี,41290,410803,4108,41,Kham Lo,Chai Wan,Udon Thani
ไชยวาน,ไชยวาน,อุดรธานี,41290,410699,4108,41,Chai Wan,Chai Wan,Udon Thani
โพนสูง,ไชยวาน,อุดรธานี,41290,410698,4108,41,Phon Sung,Chai Wan,Udon Thani
หนองหลัก,ไชยวาน,อุดรธานี,41290,410694,4108,41,Nong Lak,Chai Wan,Udon Thani
ทุ่งฝน,ทุ่งฝน,อุดรธานี,41310,410697,4107,41,Thung Fon,Thung Fon,Udon Thani
ทุ่งใหญ่,ทุ่งฝน,อุดรธานี,41310,410696,4107,41,Thung Yai,Thung Fon,Udon Thani
นาชุมแสง,ทุ่งฝน,อุดรธานี,41310,410703,4107,41,Na Chum Saeng,Thung Fon,Udon Thani
นาทม,ทุ่งฝน,อุดรธานี,41310,410704,4107,41,Na Thom,Thung Fon,Udon Thani
นาแค,นายูง,อุดรธานี,41380,411804,4122,41,Na Khae,Na Yung,Udon Thani
นายูง,นายูง,อุดรธานี,41380,410906,4122,41,Na Yung,Na Yung,Udon Thani
โนนทอง,นายูง,อุดรธานี,41380,411705,4122,41,Non Thong,Na Yung,Udon Thani
บ้านก้อง,นายูง,อุดรธานี,41380,411809,4122,41,Ban Kong,Na Yung,Udon Thani
นางัว,น้ำโสม,อุดรธานี,41210,411801,4118,41,Na Ngua,Nam Som,Udon Thani
น้ำโสม,น้ำโสม,อุดรธานี,41210,411802,4118,41,Nam Som,Nam Som,Udon Thani
บ้านหยวก,น้ำโสม,อุดรธานี,41210,411806,4118,41,Ban Yuak,Nam Som,Udon Thani
ศรีสำราญ,น้ำโสม,อุดรธานี,41210,411810,4118,41,Si Samran,Nam Som,Udon Thani
สามัคคี,น้ำโสม,อุดรธานี,41210,411812,4118,41,Samakkhi,Nam Som,Udon Thani
โสมเยี่ยม,น้ำโสม,อุดรธานี,41210,411807,4118,41,Som Yiam,Nam Som,Udon Thani
หนองแวง,น้ำโสม,อุดรธานี,41210,411713,4118,41,Nong Waeng,Nam Som,Udon Thani
โคกกลาง,โนนสะอาด,อุดรธานี,41240,410506,4105,41,Khok Klang,Non Sa-at,Udon Thani
ทมนางาม,โนนสะอาด,อุดรธานี,41240,410504,4105,41,Thom Na Ngam,Non Sa-at,Udon Thani
โนนสะอาด,โนนสะอาด,อุดรธานี,41240,410495,4105,41,Non Sa-at,Non Sa-at,Udon Thani
บุ่งแก้ว,โนนสะอาด,อุดรธานี,41240,410497,4105,41,Bung Kaeo,Non Sa-at,Udon Thani
โพธิ์ศรีสำราญ,โนนสะอาด,อุดรธานี,41240,410496,4105,41,Pho Si Samran,Non Sa-at,Udon Thani
หนองกุงศรี,โนนสะอาด,อุดรธานี,41240,410505,4105,41,Nong Kung Si,Non Sa-at,Udon Thani
ดงเย็น,บ้านดุง,อุดรธานี,41190,411103,4111,41,Dong Yen,Ban Dung,Udon Thani
ถ่อนนาลับ,บ้านดุง,อุดรธานี,41190,411109,4111,41,Thon Na Lap,Ban Dung,Udon Thani
นาคำ,บ้านดุง,อุดรธานี,41190,411113,4111,41,Na Kham,Ban Dung,Udon Thani
นาไหม,บ้านดุง,อุดรธานี,41190,411108,4111,41,Na Mai,Ban Dung,Udon Thani
บ้านจันทร์,บ้านดุง,อุดรธานี,41190,,4111,41,Ban Chan,Ban Dung,Udon Thani
บ้านชัย,บ้านดุง,อุดรธานี,41190,411107,4111,41,Ban Chai,Ban Dung,Udon Thani
บ้านดุง,บ้านดุง,อุดรธานี,41190,411102,4111,41,Ban Dung,Ban Dung,Udon Thani
บ้านตาด,บ้านดุง,อุดรธานี,41190,410105,4111,41,Ban Tat,Ban Dung,Udon Thani
บ้านม่วง,บ้านดุง,อุดรธานี,41190,411111,4111,41,Ban Muang,Ban Dung,Udon Thani
โพนสูง,บ้านดุง,อุดรธานี,41190,410698,4111,41,Phon Sung,Ban Dung,Udon Thani
วังทอง,บ้านดุง,อุดรธานี,41190,411110,4111,41,Wang Thong,Ban Dung,Udon Thani
ศรีสุทโธ,บ้านดุง,อุดรธานี,41190,411101,4111,41,Si Suttho,Ban Dung,Udon Thani
อ้อมกอ,บ้านดุง,อุดรธานี,41190,411105,4111,41,Om Ko,Ban Dung,Udon Thani
กลางใหญ่,บ้านผือ,อุดรธานี,41160,411708,4117,41,Klang Yai,Ban Phue,Udon Thani
ข้าวสาร,บ้านผือ,อุดรธานี,41160,411706,4117,41,Khao San,Ban Phue,Udon Thani
เขือน้ำ,บ้านผือ,อุดรธานี,41160,411703,4117,41,Khuea Nam,Ban Phue,Udon Thani
คำด้วง,บ้านผือ,อุดรธานี,41160,411710,4117,41,Kham Duang,Ban Phue,Udon Thani
คำบง,บ้านผือ,อุดรธานี,41160,411704,4117,41,Kham Bong,Ban Phue,Udon Thani
จำปาโมง,บ้านผือ,อุดรธานี,41160,411707,4117,41,Champa Mong,Ban Phue,Udon Thani
โนนทอง,บ้านผือ,อุดรธานี,41160,411705,4117,41,Non Thong,Ban Phue,Udon Thani
บ้านค้อ,บ้านผือ,อุดรธานี,41160,411605,4117,41,Ban Kho,Ban Phue,Udon Thani
บ้านผือ,บ้านผือ,อุดรธานี,41160,411701,4117,41,Ban Phue,Ban Phue,Udon Thani
เมืองพาน,บ้านผือ,อุดรธานี,41160,411709,4117,41,Mueang Phan,Ban Phue,Udon Thani
หนองแวง,บ้านผือ,อุดรธานี,41160,411713,4117,41,Nong Waeng,Ban Phue,Udon Thani
หนองหัวคู,บ้านผือ,อุดรธานี,41160,411711,4117,41,Nong Hua Khu,Ban Phue,Udon Thani
หายโศก,บ้านผือ,อุดรธานี,41160,411702,4117,41,Hai Sok,Ban Phue,Udon Thani
นาม่วง,ประจักษ์ศิลปาคม,อุดรธานี,41110,410412,4125,41,Na Muang,rachak-sinlapakhom,Udon Thani
ห้วยสามพาด,ประจักษ์ศิลปาคม,อุดรธานี,41110,410408,4125,41,Huai Sam Phat,rachak-sinlapakhom,Udon Thani
อุ่มจาน,ประจักษ์ศิลปาคม,อุดรธานี,41110,410405,4125,41,Um Chan,rachak-sinlapakhom,Udon Thani
ดอนกลอย,พิบูลย์รักษ์,อุดรธานี,41130,410613,4123,41,Don Kloi,Phibun Rak,Udon Thani
นาทราย,พิบูลย์รักษ์,อุดรธานี,41130,410615,4123,41,Na Sai,Phibun Rak,Udon Thani
บ้านแดง,พิบูลย์รักษ์,อุดรธานี,41130,410608,4123,41,Ban Daeng,Phibun Rak,Udon Thani
โคกกลาง,เพ็ญ,อุดรธานี,41150,410506,4119,41,Khok Klang,Phen,Udon Thani
จอมศรี,เพ็ญ,อุดรธานี,41150,411908,4119,41,Chom Si,Phen,Udon Thani
เชียงหวาง,เพ็ญ,อุดรธานี,41150,411904,4119,41,Chiang Wang,Phen,Udon Thani
เตาไห,เพ็ญ,อุดรธานี,41150,411909,4119,41,Tao Hai,Phen,Udon Thani
นาบัว,เพ็ญ,อุดรธานี,41150,411906,4119,41,Na Bua,Phen,Udon Thani
นาพู่,เพ็ญ,อุดรธานี,41150,411903,4119,41,Na Phu,Phen,Udon Thani
บ้านธาตุ,เพ็ญ,อุดรธานี,41150,411902,4119,41,Ban That,Phen,Udon Thani
บ้านเหล่า,เพ็ญ,อุดรธานี,41150,411907,4119,41,Ban Lao,Phen,Udon Thani
เพ็ญ,เพ็ญ,อุดรธานี,41150,411901,4119,41,Phen,Phen,Udon Thani
สร้างแป้น,เพ็ญ,อุดรธานี,41150,411911,4119,41,Sang Paen,Phen,Udon Thani
สุมเส้า,เพ็ญ,อุดรธานี,41150,411905,4119,41,Sum Sao,Phen,Udon Thani
กุดสระ,เมืองอุดรธานี,อุดรธานี,41000,410110,4101,41,Kut Sa,Mueang Udon Thani,Udon Thani
โคกสะอาด,เมืองอุดรธานี,อุดรธานี,41000,410119,4101,41,Khok Sa-at,Mueang Udon Thani,Udon Thani
เชียงพิณ,เมืองอุดรธานี,อุดรธานี,41000,410113,4101,41,Chiang Phin,Mueang Udon Thani,Udon Thani
เชียงยืน,เมืองอุดรธานี,อุดรธานี,41000,410108,4101,41,Chiang Yuen,Mueang Udon Thani,Udon Thani
นากว้าง,เมืองอุดรธานี,อุดรธานี,41000,410120,4101,41,Na Kwang,Mueang Udon Thani,Udon Thani
นาข่า,เมืองอุดรธานี,อุดรธานี,41000,410116,4101,41,Na Kha,Mueang Udon Thani,Udon Thani
นาดี,เมืองอุดรธานี,อุดรธานี,41000,410111,4101,41,Na Di,Mueang Udon Thani,Udon Thani
นิคมสงเคราะห์,เมืองอุดรธานี,อุดรธานี,41000,410102,4101,41,Nikhom Songkhro,Mueang Udon Thani,Udon Thani
โนนสูง,เมืองอุดรธานี,อุดรธานี,41330,410106,4101,41,Non Sung,Mueang Udon Thani,Udon Thani
บ้านขาว,เมืองอุดรธานี,อุดรธานี,41000,410103,4101,41,Ban Khao,Mueang Udon Thani,Udon Thani
บ้านจั่น,เมืองอุดรธานี,อุดรธานี,41000,410117,4101,41,Ban Chan,Mueang Udon Thani,Udon Thani
บ้านตาด,เมืองอุดรธานี,อุดรธานี,41000,410105,4101,41,Ban Tat,Mueang Udon Thani,Udon Thani
บ้านเลื่อม,เมืองอุดรธานี,อุดรธานี,41000,410112,4101,41,Ban Lueam,Mueang Udon Thani,Udon Thani
สามพร้าว,เมืองอุดรธานี,อุดรธานี,41000,410114,4101,41,Sam Phrao,Mueang Udon Thani,Udon Thani
หนองขอนกว้าง,เมืองอุดรธานี,อุดรธานี,41000,410118,4101,41,Nong Khon Kwang,Mueang Udon Thani,Udon Thani
หนองนาคำ,เมืองอุดรธานี,อุดรธานี,41000,410109,4101,41,Nong Na Kham,Mueang Udon Thani,Udon Thani
หนองบัว,เมืองอุดรธานี,อุดรธานี,41000,410104,4101,41,Nong Bua,Mueang Udon Thani,Udon Thani
หนองไผ่,เมืองอุดรธานี,อุดรธานี,41330,410121,4101,41,Nong Phai,Mueang Udon Thani,Udon Thani
หนองไฮ,เมืองอุดรธานี,อุดรธานี,41000,410115,4101,41,Nong Hai,Mueang Udon Thani,Udon Thani
หมากแข้ง,เมืองอุดรธานี,อุดรธานี,41000,410101,4101,41,Mak Khaeng,Mueang Udon Thani,Udon Thani
หมูม่น,เมืองอุดรธานี,อุดรธานี,41000,410107,4101,41,Mu Mon,Mueang Udon Thani,Udon Thani
