district,amphoe,province,zipcode,district_code,amphoe_code,province_code,district_en,amphoe_en,province_en
คำโคกสูง,วังสามหมอ,อุดรธานี,41280,411005,4110,41,Kham Khok Sung,Wang Sam Mo,Udon Thani
บะยาว,วังสามหมอ,อุดรธานี,41280,411003,4110,41,Ba Yao,Wang Sam Mo,Udon Thani
ผาสุก,วังสามหมอ,อุดรธานี,41280,410413,4110,41,Phasuk,Wang Sam Mo,Udon Thani
วังสามหมอ,วังสามหมอ,อุดรธานี,41280,411006,4110,41,Wang Sam Mo,Wang Sam Mo,Udon Thani
หนองกุงทับม้า,วังสามหมอ,อุดรธานี,41280,411001,4110,41,Nong Kung Thap Ma,Wang Sam Mo,Udon Thani
หนองหญ้าไซ,วังสามหมอ,อุดรธานี,41280,411002,4110,41,Nong Ya Sai,Wang Sam Mo,Udon Thani
จำปี,ศรีธาตุ,อุดรธานี,41230,410902,4109,41,Champi,Si That,Udon Thani
ตาดทอง,ศรีธาตุ,อุดรธานี,41230,410907,4109,41,Tat Thong,Si That,Udon Thani
นายูง,ศรีธาตุ,อุดรธานี,41230,410906,4109,41,Na Yung,Si That,Udon Thani
บ้านโปร่ง,ศรีธาตุ,อุดรธานี,41230,410903,4109,41,Ban Prong,Si That,Udon Thani
ศรีธาตุ,ศรีธาตุ,อุดรธานี,41230,410901,4109,41,Si That,Si That,Udon Thani
หนองนกเขียน,ศรีธาตุ,อุดรธานี,41230,410905,4109,41,Nong Nok Khian,Si That,Udon Thani
หัวนาคำ,ศรีธาตุ,อุดรธานี,41230,410904,4109,41,Hua Na Kham,Si That,Udon Thani
เชียงดา,สร้างคอม,อุดรธานี,41260,411997,4120,41,Chiang Da,Sang Khom,Udon Thani
นาสะอาด,สร้างคอม,อุดรธานี,41260,412005,4120,41,Na Sa-at,Sang Khom,Udon Thani
บ้านโคก,สร้างคอม,อุดรธานี,41260,411498,4120,41,Ban Khok,Sang Khom,Udon Thani
บ้านยวด,สร้างคอม,อุดรธานี,41260,411998,4120,41,Ban Yuat,Sang Khom,Udon Thani
บ้านหินโงม,สร้างคอม,อุดรธานี,41260,412006,4120,41,Ban Hin Ngom,Sang Khom,Udon Thani
สร้างคอม,สร้างคอม,อุดรธานี,41260,411999,4120,41,Sang Khom,Sang Khom,Udon Thani
กุดหมากไฟ,หนองวัวซอ,อุดรธานี,41220,410304,4103,41,Kut Mak Fai,Nong Wua So,Udon Thani
น้ำพ่น,หนองวัวซอ,อุดรธานี,41360,410305,4103,41,Nam Phon,Nong Wua So,Udon Thani
โนนหวาย,หนองวัวซอ,อุดรธานี,41220,410307,4103,41,Non Wai,Nong Wua So,Udon Thani
หนองบัวบาน,หนองวัวซอ,อุดรธานี,41360,410306,4103,41,Nong Bua Ban,Nong Wua So,Udon Thani
หนองวัวซอ,หนองวัวซอ,อุดรธานี,41360,410308,4103,41,Nong Wua So,Nong Wua So,Udon Thani
หนองอ้อ,หนองวัวซอ,อุดรธานี,41220,410302,4103,41,Nong O,Nong Wua So,Udon Thani
หมากหญ้า,หนองวัวซอ,อุดรธานี,41360,410301,4103,41,Mak Ya,Nong Wua So,Udon Thani
อูบมุง,หนองวัวซอ,อุดรธานี,41220,410303,4103,41,Up Mung,Nong Wua So,Udon Thani
ทับกุง,หนองแสง,อุดรธานี,41340,412104,4121,41,Thap Kung,Nong Saeng,Udon Thani
นาดี,หนองแสง,อุดรธานี,41340,410111,4121,41,Na Di,Nong Saeng,Udon Thani
แสงสว่าง,หนองแสง,อุดรธานี,41340,410499,4121,41,Saeng Sawang,Nong Saeng,Udon Thani
หนองแสง,หนองแสง,อุดรธานี,41340,410498,4121,41,Nong Saeng,Nong Saeng,Udon Thani
ดอนหายโศก,หนองหาน,อุดรธานี,41130,410617,4106,41,Don Hai Sok,Nong Han,Udon Thani
บ้านเชียง,หนองหาน,อุดรธานี,41320,410609,4106,41,Ban Chiang,Nong Han,Udon Thani
บ้านยา,หนองหาน,อุดรธานี,41320,410610,4106,41,Ban Ya,Nong Han,Udon Thani
ผักตบ,หนองหาน,อุดรธานี,41130,410612,4106,41,Phak Top,Nong Han,Udon Thani
พังงู,หนองหาน,อุดรธานี,41130,410605,4106,41,Phang Ngu,Nong Han,Udon Thani
โพนงาม,หนองหาน,อุดรธานี,41130,410611,4106,41,Phon Ngam,Nong Han,Udon Thani
สร้อยพร้าว,หนองหาน,อุดรธานี,41130,410607,4106,41,Soi Phrao,Nong Han,Udon Thani
สะแบง,หนองหาน,อุดรธานี,41130,410606,4106,41,Sabaeng,Nong Han,Udon Thani
หนองไผ่,หนองหาน,อุดรธานี,41130,410121,4106,41,Nong Phai,Nong Han,Udon Thani
หนองเม็ก,หนองหาน,อุดรธานี,41130,410602,4106,41,Nong Mek,Nong Han,Udon Thani
หนองสระปลา,หนองหาน,อุดรธานี,41320,410618,4106,41,Nong Sa Pla),Nong Han,Udon Thani
หนองหาน,หนองหาน,อุดรธานี,41130,410601,4106,41,Nong Han,Nong Han,Udon Thani
ข่อยสูง,ตรอน,อุตรดิตถ์,53140,530205,5302,53,Khoi Sung,Tron,Uttaradit
น้ำอ่าง,ตรอน,อุตรดิตถ์,53140,530204,5302,53,Nam Ang,Tron,Uttaradit
บ้านแก่ง,ตรอน,อุตรดิตถ์,53140,530202,5302,53,Ban Kaeng,Tron,Uttaradit
วังแดง,ตรอน,อุตรดิตถ์,53140,530201,5302,53,Wang Daeng,Tron,Uttaradit
หาดสองแคว,ตรอน,อุตรดิตถ์,53140,530203,5302,53,Hat Song Khwae,Tron,Uttaradit
น้ำพี้,ทองแสนขัน,อุตรดิตถ์,53230,530296,5309,53,Nam Phi,Thong Saen Khan,Uttaradit
บ่อทอง,ทองแสนขัน,อุตรดิตถ์,53230,530297,5309,53,Bo Thong,Thong Saen Khan,Uttaradit
ป่าคาย,ทองแสนขัน,อุตรดิตถ์,53230,530299,5309,53,Pa Khai,Thong Saen Khan,Uttaradit
ผักขวง,ทองแสนขัน,อุตรดิตถ์,53230,530298,5309,53,Phak Khuang,Thong Saen Khan,Uttaradit
จริม,ท่าปลา,อุตรดิตถ์,53150,530304,5303,53,Charim,Tha Pla,Uttaradit
ท่าปลา,ท่าปลา,อุตรดิตถ์,53150,530301,5303,53,Tha Pla,Tha Pla,Uttaradit
นางพญา,ท่าปลา,อุตรดิตถ์,53150,530307,5303,53,Nang Phaya,Tha Pla,Uttaradit
น้ำหมัน,ท่าปลา,อุตรดิตถ์,53150,530305,5303,53,Nam Man,Tha Pla,Uttaradit
ผาเลือด,ท่าปลา,อุตรดิตถ์,53190,530303,5303,53,Pha Lueat,Tha Pla,Uttaradit
ร่วมจิต,ท่าปลา,อุตรดิตถ์,53190,530308,5303,53,Ruam Chit,Tha Pla,Uttaradit
หาดล้า,ท่าปลา,อุตรดิตถ์,53190,530302,5303,53,Hat La,Tha Pla,Uttaradit
เด่นเหล็ก,น้ำปาด,อุตรดิตถ์,53110,530403,5304,53,Den Lek,Nam Pat,Uttaradit
ท่าแฝก,น้ำปาด,อุตรดิตถ์,53110,530306,5303,53,Tha Faek,Tha Pla,Uttaradit
น้ำไคร้,น้ำปาด,อุตรดิตถ์,53110,530404,5304,53,Nam Khrai,Nam Pat,Uttaradit
น้ำไผ่,น้ำปาด,อุตรดิตถ์,53110,530405,5304,53,Nam Phai,Nam Pat,Uttaradit
บ้านฝาย,น้ำปาด,อุตรดิตถ์,53110,530402,5304,53,Ban Fai,Nam Pat,Uttaradit
แสนตอ,น้ำปาด,อุตรดิตถ์,53110,530114,5304,53,Saen To,Nam Pat,Uttaradit
ห้วยมุ่น,น้ำปาด,อุตรดิตถ์,53110,530406,5304,53,Huai Mun,Nam Pat,Uttaradit
นาขุม,บ้านโคก,อุตรดิตถ์,53180,530603,5306,53,Na Khum,Ban Khok,Uttaradit
บ่อเบี้ย,บ้านโคก,อุตรดิตถ์,53180,530604,5306,53,Bo Bia,Ban Khok,Uttaradit
บ้านโคก,บ้านโคก,อุตรดิตถ์,53180,530602,5306,53,Ban Khok,Ban Khok,Uttaradit
ม่วงเจ็ดต้น,บ้านโคก,อุตรดิตถ์,53180,530601,5306,53,Muang Chet Ton,Ban Khok,Uttaradit
คอรุม,พิชัย,อุตรดิตถ์,53120,530705,5307,53,Kho Rum,Phichai,Uttaradit
ท่ามะเฟือง,พิชัย,อุตรดิตถ์,53120,530707,5307,53,Tha Mafueang,Phichai,Uttaradit
ท่าสัก,พิชัย,อุตรดิตถ์,53220,530704,5307,53,Tha Sak,Phichai,Uttaradit
นายาง,พิชัย,อุตรดิตถ์,53120,530711,5307,53,Na Yang,Phichai,Uttaradit
นาอิน,พิชัย,อุตรดิตถ์,53120,530710,5307,53,Na In,Phichai,Uttaradit
ในเมือง,พิชัย,อุตรดิตถ์,53120,530701,5307,53,Nai Mueang,Phichai,Uttaradit
บ้านโคน,พิชัย,อุตรดิตถ์,53120,530708,5307,53,Ban Khon,Phichai,Uttaradit
บ้านดารา,พิชัย,อุตรดิตถ์,53220,530702,5307,53,Ban Dara,Phichai,Uttaradit
บ้านหม้อ,พิชัย,อุตรดิตถ์,53120,530706,5307,53,Ban Mo,Phichai,Uttaradit
พญาแมน,พิชัย,อุตรดิตถ์,53120,530709,5307,53,Phaya Maen,Phichai,Uttaradit
ไร่อ้อย,พิชัย,อุตรดิตถ์,53120,530703,5307,53,Rai Oi,Phichai,Uttaradit
บ้านเสี้ยว,ฟากท่า,อุตรดิตถ์,53160,530503,5305,53,Ban Siao,Fak Tha,Uttaradit
ฟากท่า,ฟากท่า,อุตรดิตถ์,53160,530501,5305,53,Fak Tha,Fak Tha,Uttaradit
สองคอน,ฟากท่า,อุตรดิตถ์,53160,530502,5305,53,Song Khon,Fak Tha,Uttaradit
สองห้อง,ฟากท่า,อุตรดิตถ์,53160,530504,5305,53,Song Hong,Fak Tha,Uttaradit
ขุนฝาง,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530116,5301,53,Khun Fang,Mueang Uttaradit,Uttaradit
คุ้งตะเภา,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530105,5301,53,Khung Taphao,Mueang Uttaradit,Uttaradit
งิ้วงาม,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530109,5301,53,Ngio Ngam,Mueang Uttaradit,Uttaradit
ถ้ำฉลอง,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530117,5301,53,Tham Chalong,Mueang Uttaradit,Uttaradit
ท่าเสา,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530102,5301,53,Tha Sao,Mueang Uttaradit,Uttaradit
ท่าอิฐ,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530101,5301,53,Tha It,Mueang Uttaradit,Uttaradit
น้ำริด,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530108,5301,53,Nam Rit,Mueang Uttaradit,Uttaradit
บ้านเกาะ,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530103,5301,53,Ban Ko,Mueang Uttaradit,Uttaradit
บ้านด่าน,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530111,5301,53,Ban Dan,Mueang Uttaradit,Uttaradit
บ้านด่านนาขาม,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530110,5301,53,Ban Dan Na Kham,Mueang Uttaradit,Uttaradit
ป่าเซ่า,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530104,5301,53,Pa Sao,Mueang Uttaradit,Uttaradit
ผาจุก,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530112,5301,53,Pha Chuk,Mueang Uttaradit,Uttaradit
วังกะพี้,เมืองอุตรดิตถ์,อุตรดิตถ์,53170,530106,5301,53,Wang Kaphi,Mueang Uttaradit,Uttaradit
วังดิน,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530113,5301,53,Wang Din,Mueang Uttaradit,Uttaradit
แสนตอ,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530114,5301,53,Saen To,Mueang Uttaradit,Uttaradit
หาดกรวด,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530107,5301,53,Hat Kruat,Mueang Uttaradit,Uttaradit
หาดงิ้ว,เมืองอุตรดิตถ์,อุตรดิตถ์,53000,530115,5301,53,Hat Ngio,Mueang Uttaradit,Uttaradit
ชัยจุมพล,ลับแล,อุตรดิตถ์,53130,530805,5308,53,Chai Chumphon,Laplae,Uttaradit
ด่านแม่คำมัน,ลับแล,อุตรดิตถ์,53210,530808,5308,53,Dan Mae Kham Man,Laplae,Uttaradit
ทุ่งยั้ง,ลับแล,อุตรดิตถ์,53210,530807,5308,53,Thung Yang,Laplae,Uttaradit
นานกกก,ลับแล,อุตรดิตถ์,53130,530803,5308,53,Na Nok Kok,Laplae,Uttaradit
ไผ่ล้อม,ลับแล,อุตรดิตถ์,53210,530806,5308,53,Phai Lom,Laplae,Uttaradit
ฝายหลวง,ลับแล,อุตรดิตถ์,53130,530804,5308,53,Fai Luang,Laplae,Uttaradit
แม่พูล,ลับแล,อุตรดิตถ์,53130,530802,5308,53,Mae Phun,Laplae,Uttaradit
ศรีพนมมาศ,ลับแล,อุตรดิตถ์,53130,530801,5308,53,Si Phanom Mat,Laplae,Uttaradit
เขาขี้ฝอย,ทัพทัน,อุทัยธานี,61120,610203,6102,61,Khao Khi Foi,Thap Than,Uthai Thani
โคกหม้อ,ทัพทัน,อุทัยธานี,61120,610205,6102,61,Khok Mo,Thap Than,Uthai Thani
ตลุกดู่,ทัพทัน,อุทัยธานี,61120,610210,6102,61,Taluk Du,Thap Than,Uthai Thani
ทัพทัน,ทัพทัน,อุทัยธานี,61120,610201,6102,61,Thap Than,Thap Than,Uthai Thani
ทุ่งนาไทย,ทัพทัน,อุทัยธานี,61120,610202,6102,61,Thung Na Thai,Thap Than,Uthai Thani
หนองกระทุ่ม,ทัพทัน,อุทัยธานี,61120,610208,6102,61,Nong Krathum,Thap Than,Uthai Thani
หนองกลางดง,ทัพทัน,อุทัยธานี,61120,610207,6102,61,Nong Klang Dong,Thap Than,Uthai Thani
หนองยายดา,ทัพทัน,อุทัยธานี,61120,610206,6102,61,Nong Yai Da,Thap Than,Uthai Thani
หนองสระ,ทัพทัน,อุทัยธานี,61120,610209,6102,61,Nong Sa,Thap Than,Uthai Thani
หนองหญ้าปล้อง,ทัพทัน,อุทัยธานี,61120,610204,6102,61,Nong Ya Plong,Thap Than,Uthai Thani
แก่นมะกรูด,บ้านไร่,อุทัยธานี,61140,610607,6106,61,Kaen Makrut,Ban Rai,Uthai Thani
